dataset,processed_input,reference,max_new_tokens,stop_sequence,extraction_method,evaluation_metric,id
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of these organs comes in A pair?
Options:
A. liver
B. kidney
C. stomach
D. gallbladder
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_285
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following statements best describes the United Nations?
Options:
A. The UN operates a worldwide police force.
B. Member states surrender sovereignty to the UN.
C. World laws are enforced by the UN.
D. The UN often practices interventionism in world conflicts.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_286
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I buried the puppy because it was stillborn. Scenario 2 | I poured the vegetable oil into the cooker.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_287
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
A model of a park was built on a scale of 1.5 centimeters to 50 meters. If the distance between two trees in the park is 150 meters, what is this distance on the model?
Options:
A. 0.5 centimeter
B. 4.5 centimeters
C. 75 centimeters
D. 225 centimeters
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_288
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The defendant was an off-duty police officer who frequently worked security at concerts on his free time. One night, he was working backstage security for one of his favorite bands when he noticed a groupie sneak in the back door, pick up a guitar, and begin to walk out with it. He drew his service revolver and exclaimed, ""Stop or I'll shoot!"" The groupie looked at him and then fled. The defendant fired at the fleeing groupie, fatally wounding her. Use of force was not authorized by the concert promotion company that employed him. On these facts, if the defendant is charged with murder, he should be found
Options:
A. guilty.
B. not guilty, because the killing constituted justifiable homicide.
C. not guilty, because the killing constituted excusable homicide.
D. not guilty, because the defendant warned the groupie before he fired his gun.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_289
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I sent myself flowers on Valentine's Day so my coworker would feel left out. Scenario 2 | I went up to the home plate and hit the ball with intensity.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_290
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following is the main nitrogenous compound in urine?

Options:
A. Uric acid
B. Ammonia
C. Urea
D. Creatinine
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_291
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
How many eyes does a Giraffe have?
Options:
A. one
B. two
C. three
D. four
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_292
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
In the United States over the years V and Q
Options:
A. have not changed significantly.
B. are perfectly constant.
C. have decreased significantly.
D. have increased significantly.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_293
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Dr. Isaac Ibraham, a licensed psychologist, wants to expand his private practice. When doing so, he should keep in mind that uninvited in-person solicitations for therapy clients are:
Options:
A. always ethical.
B. always unethical.
C. unethical only when they provide potential clients with misleading or inaccurate information.
D. unethical when the solicited individuals are susceptible to exploitation or undue influence.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_294
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of these is a slang term for 'police'?
Options:
A. fuzz
B. shrinks
C. bean counters
D. aardvarks
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_295
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What is the relationship between historical materialism and the global justice movement?
Options:
A. Historical materialism as a paradigm is opposed to the broad goals of the global justice movement, which advocates an expansion of neo-liberalism in the aftermath of the global financial crisis.
B. Historical materialism has an established history of supporting global justice and opposing inequality; during the Cold War it was the basis of opposition to repressive communist states.
C. Historical materialism does not provide any unique perspective on capitalism, and is more concerned with the history of capitalist trade than with exploitation or alienation of populations in the system.
D. Historical materialism can concern both human rights and economic rights. It has been an important part of anti-globalisation and alternative-globalisation movements, including the Occupy protests.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_296
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which statement below is the least likely to follow logically from Savigny's notion of a Volksgeist?
Options:
A. A society's law is a reflection of its culture.
B. Law is like language.
C. Law is the deliberate expression of a sovereign's will.
D. Law is an integral element of the social fabric.
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_297
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
When potassium perchlorate, KClO4, dissolves in water, the temperature of the resultant solution is lower than the initial temperature of the components. Which of the following conclusions may be related to this?
Options:
A. This is a spontaneous process because it is exothermic.
B. This is a spontaneous process because of an entropy increase.
C. This is a spontaneous process because of an entropy decrease.
D. This is a spontaneous process because it is exothermic.
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_298
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
What is a nop sled
Options:
A. It is an anonymous version of a mop sled
B. It is a sequence of nops preceding injected shellcode, useful when the return address is unknown
C. It is a method of removing zero bytes from shellcode
D. It is another name for a branch instruction at the end of sequence of nops
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_299
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased
Options:
A. speed
B. frequency
C. wavelength
D. All of these
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_300
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
An aluminum can manufacturer entered into negotiations with an aluminum sheeting supplier to supply the manufacturer's requirements of aluminum sheeting. After extensive discussions, the parties signed the following agreement on June 1:""The supplier agrees to supply all of the manufacturer's requirements of aluminum sheeting for a period of two years beginning on August 1, at a price of $3. 00 per unit. ""On June 16, the manufacturer notified the supplier that it would need a delivery of 2,000 units by August 1 to accommodate its needs. The supplier informed the manufacturer that it did not contemplate such high requirements, since its plant's capacity was only 2,800 per month. Moreover, the supplier pointed out that in order to meet the manufacturer's order of 2,000 units, it would probably lose two long-time customers, whose outstanding orders would have to be canceled. After a week of negotiations, on June 23 the supplier orally agreed to deliver 2,000 units of sheeting to the manufacturer by August 1. The parties then signed the following contract:""The supplier agrees to supply all of the manufacturer's requirements of aluminum sheeting for a period of two years beginning August 1, at a price of $3. 50 per unit. The manufacturer agrees that it will require a minimum of 800 units in every month of the agreement. ""On June 25 the supplier notified its two longtime customers that it was canceling their August orders (of 800 units) because of other contract commitments. Which of the following is the most accurate statement regarding the written agreement between the parties on June 23?
Options:
A. The agreement constituted a valid modification of their June 1 contract.
B. The agreement was unenforceable, since the supplier was under a pre-existing duty to supply the manufacturer with the sheeting under their June 1 contract.
C. The agreement constituted an enforceable reformation of their June 1 contract.
D. The agreement was unenforceable, since there was no new consideration.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_301
